report_date,county,county_population,cumulative_cases,cumulative_tests_reportable,cumulative_deaths,cases_7days,tests_reportable_7days,positive_naat_7days,tests_naat_7days,naat_positivity_7days,cumulative_positive_naat,cumulative_tests_naat,positive_ag_7days,census_today,fullyvax_today,partialvax_today,nonvax_today,adddose_today,census_7days_ago,census_change,census_not_fully_vax,census_pct_not_fully_vax,case_rate_weekly,fips,data_updated
07/05/2022,Hartford,899499,201044,3993937,3191,697,8652,699,8456,0.0827,219807,3539586,196,73,35,2,22,14,85,-12,24,0.3288,77.4876,3,07/05/2022
07/05/2022,Litchfield,185186,35542,732285,469,120,1427,131,1402,0.0934,36766,649773,25,11,8,0,1,2,9,2,1,0.0909,64.7997,5,07/05/2022
07/05/2022,Middlesex,164245,33001,929739,488,166,1634,175,1601,0.1093,36061,864132,33,5,1,0,0,4,9,-4,0,0,101.0685,7,07/05/2022
07/05/2022,New Haven,864835,218855,4472435,2874,882,10246,1031,10146,0.1016,235679,4008488,100,83,39,3,27,14,71,12,30,0.3614,101.9848,9,07/05/2022
07/05/2022,New London,268554,62344,1345750,680,222,2612,240,2564,0.0936,67779,1220522,48,21,11,2,5,3,15,6,7,0.3333,82.6649,11,07/05/2022
07/05/2022,not_available,,2661,101164,2,12,121,12,119,0.1008,2682,89725,2,,,,,,,,,,,,07/05/2022
07/05/2022,Tolland,149788,23712,504874,283,93,1462,108,1446,0.0747,24777,460328,16,0,0,0,0,0,0,0,0,,62.0878,13,07/05/2022
07/06/2022,Fairfield,957418,228706,4118992,2750,972,9162,1129,9070,0.1245,248812,3593742,92,72,28,4,29,11,58,14,33,0.4583,101.5231,1,07/06/2022
07/06/2022,Hartford,899499,201345,3995721,3193,809,8581,708,8245,0.0859,219996,3541119,336,73,35,2,20,16,82,-9,22,0.3014,89.939,3,07/06/2022
07/06/2022,Litchfield,185186,35571,732532,469,134,1424,123,1372,0.0897,36773,649993,52,9,7,0,1,1,9,0,1,0.1111,72.3597,5,07/06/2022
07/06/2022,Middlesex,164245,33057,930164,488,177,1593,179,1545,0.1159,36116,864542,48,5,1,0,1,3,12,-7,1,0.2,107.7658,7,07/06/2022
07/06/2022,New Haven,864835,219088,4474718,2876,908,10051,1008,9889,0.1019,235896,4010681,162,91,45,5,30,11,67,24,35,0.3846,104.9911,9,07/06/2022
07/06/2022,New London,268554,62406,1346358,681,261,2579,249,2490,0.1,67801,1221092,89,24,11,2,5,6,22,2,7,0.2917,97.1872,11,07/06/2022
07/06/2022,not_available,,2658,101122,2,9,104,8,101,0.0792,2677,89713,3,,,,,,,,,,,,07/06/2022
07/06/2022,Tolland,149788,23752,505165,284,90,802,84,772,0.1088,24803,460590,30,0,0,0,0,0,0,0,0,,60.0849,13,07/06/2022
07/06/2022,Windham,116419,27978,454090,310,66,888,71,876,0.0811,31713,412382,12,4,4,0,0,0,4,0,0,0,56.6918,15,07/06/2022
07/07/2022,Fairfield,957418,228957,4120953,2750,973,8881,1122,8770,0.1279,249093,3595658,111,63,25,1,24,13,57,6,25,0.3968,101.6275,1,07/07/2022
07/07/2022,Hartford,899499,201520,3997217,3192,781,7763,669,7426,0.0901,220138,3542564,337,71,36,1,22,12,73,-2,23,0.3239,86.8261,3,07/07/2022
07/07/2022,Litchfield,185186,35609,732857,469,137,1392,110,1333,0.0825,36801,650307,59,5,4,0,1,0,10,-5,1,0.2,73.9797,5,07/07/2022
07/07/2022,Middlesex,164245,33087,930571,488,165,1544,178,1509,0.118,36161,864938,35,6,3,2,1,0,11,-5,3,0.5,100.4597,7,07/07/2022
07/07/2022,New Haven,864835,219318,4476790,2879,927,9635,1024,9463,0.1082,236159,4012703,172,92,45,4,30,13,57,35,34,0.3696,107.1881,9,07/07/2022
07/07/2022,New London,268554,62455,1346872,681,262,2547,238,2444,0.0974,67838,1221576,103,23,12,1,6,4,24,-1,7,0.3043,97.5595,11,07/07/2022
07/07/2022,not_available,,2655,101134,2,5,101,5,99,0.0505,2677,89712,2,,,,,,,,,,,,07/07/2022
07/07/2022,Tolland,149788,23793,505348,284,93,788,81,753,0.1076,24840,460759,35,0,0,0,0,0,0,0,0,,62.0878,13,07/07/2022
07/07/2022,Windham,116419,27991,454557,310,64,1086,69,1075,0.0642,31728,412847,11,4,2,0,0,2,3,1,0,0,54.9738,15,07/07/2022
07/08/2022,Fairfield,957418,229212,4123462,2750,1010,9403,1153,9291,0.1241,249390,3598137,112,65,24,3,21,17,58,7,24,0.3692,105.4921,1,07/08/2022
07/08/2022,Hartford,899499,201772,3999340,3192,850,7042,718,6690,0.1073,220387,3544587,352,73,42,1,22,8,74,-1,23,0.3151,94.497,3,07/08/2022
07/08/2022,Litchfield,185186,35657,733225,469,145,1276,119,1221,0.0975,36848,650665,55,9,6,0,1,2,12,-3,1,0.1111,78.2997,5,07/08/2022
07/08/2022,Middlesex,164245,33135,930912,488,174,1551,187,1520,0.123,36208,865286,31,9,1,0,3,5,4,5,3,0.3333,105.9393,7,07/08/2022
07/08/2022,New Haven,864835,219659,4480622,2879,1085,11490,1186,11280,0.1051,236530,4016467,210,90,40,5,33,12,69,21,38,0.4222,125.4575,9,07/08/2022
07/08/2022,New London,268554,62528,1347876,681,278,3004,260,2910,0.0893,67912,1222570,94,27,10,1,8,8,21,6,9,0.3333,103.5174,11,07/08/2022
07/08/2022,not_available,,2665,101167,2,8,109,8,106,0.0755,2683,89767,3,,,,,,,,,,,,07/08/2022
07/08/2022,Tolland,149788,23832,505624,284,101,851,88,813,0.1082,24879,461026,38,0,0,0,0,0,0,0,0,,67.4286,13,07/08/2022
07/08/2022,Windham,116419,28006,454613,310,68,1171,73,1159,0.063,31743,412900,12,7,3,0,1,3,4,3,1,0.1429,58.4097,15,07/08/2022
07/09/2022,Fairfield,957418,229422,4125268,2750,1036,9672,1172,9552,0.1227,249637,3599923,120,59,19,4,24,12,61,-2,28,0.4746,108.2077,1,07/09/2022
07/09/2022,Hartford,899499,201969,4000983,3192,864,7110,697,6725,0.1036,220535,3546136,385,72,38,1,25,8,68,4,26,0.3611,96.0535,3,07/09/2022
07/09/2022,Litchfield,185186,35692,733603,469,161,1476,139,1424,0.0976,36879,651037,52,9,5,0,2,2,10,-1,2,0.2222,86.9396,5,07/09/2022
07/09/2022,Middlesex,164245,33161,931187,488,174,1529,193,1500,0.1287,36242,865550,29,7,2,0,3,2,4,3,3,0.4286,105.9393,7,07/09/2022
07/09/2022,New Haven,864835,219845,4482786,2879,1124,12055,1238,11853,0.1044,236758,4018608,202,98,44,8,35,11,76,22,43,0.4388,129.967,9,07/09/2022
07/09/2022,New London,268554,62615,1348574,681,314,3389,292,3291,0.0887,67997,1223249,98,29,13,0,8,8,19,10,8,0.2759,116.9225,11,07/09/2022
07/09/2022,not_available,,2667,101201,2,8,109,7,106,0.066,2686,89798,3,,,,,,,,,,,,07/09/2022
07/09/2022,Tolland,149788,23874,505753,283,116,836,101,798,0.1266,24917,461148,38,0,0,0,0,0,0,0,0,,77.4428,13,07/09/2022
07/09/2022,Windham,116419,28024,455119,310,77,1196,81,1184,0.0684,31764,413402,12,9,3,0,2,4,3,6,2,0.2222,66.1404,15,07/09/2022
07/10/2022,Fairfield,957418,229558,4126882,2750,1031,9779,1174,9668,0.1214,249813,3601500,111,64,16,5,31,12,65,-1,36,0.5625,107.6855,1,07/10/2022
07/10/2022,Hartford,899499,202075,4003318,3192,834,8630,730,8311,0.0878,220678,3548456,319,68,36,1,24,7,75,-7,25,0.3676,92.7183,3,07/10/2022
07/10/2022,Litchfield,185186,35710,733940,469,166,1585,142,1537,0.0924,36904,651373,48,10,7,0,1,2,11,-1,1,0.1,89.6396,5,07/10/2022
07/10/2022,Middlesex,164245,33179,931579,488,161,1543,184,1518,0.1212,36271,865935,25,7,3,0,1,3,2,5,1,0.1429,98.0243,7,07/10/2022
07/10/2022,New Haven,864835,219992,4485317,2879,1133,13048,1276,12873,0.0991,236958,4021090,175,96,44,9,37,6,77,19,46,0.4792,131.0076,9,07/10/2022
07/10/2022,New London,268554,62663,1349218,681,320,3613,307,3527,0.087,68050,1223894,86,23,10,0,6,7,19,4,6,0.2609,119.1567,11,07/10/2022
07/10/2022,not_available,,2663,101170,2,8,105,7,102,0.0686,2682,89767,3,,,,,,,,,,,,07/10/2022
07/10/2022,Tolland,149788,23883,506018,283,118,918,105,882,0.119,24929,461411,36,1,1,0,0,0,0,1,0,0,78.778,13,07/10/2022
07/10/2022,Windham,116419,28028,454750,310,73,1222,79,1210,0.0653,31771,413033,12,7,1,0,2,4,5,2,2,0.2857,62.7045,15,07/10/2022
07/11/2022,Fairfield,957418,229692,4127944,2750,1024,9818,1191,9721,0.1225,249981,3602559,97,58,16,4,28,10,67,-9,32,0.5517,106.9543,1,07/11/2022
07/11/2022,Hartford,899499,202165,4004511,3192,809,9018,744,8752,0.085,220785,3549678,266,64,31,1,26,6,77,-13,27,0.4219,89.939,3,07/11/2022
07/11/2022,Litchfield,185186,35723,734057,469,157,1601,139,1563,0.0889,36920,651491,38,9,6,0,1,2,11,-2,1,0.1111,84.7796,5,07/11/2022
07/11/2022,Middlesex,164245,33191,931675,488,154,1597,176,1576,0.1117,36280,866040,21,10,3,0,3,4,6,4,3,0.3,93.7624,7,07/11/2022
07/11/2022,New Haven,864835,220080,4486549,2879,1091,13115,1244,12971,0.0959,237072,4022310,144,99,41,7,42,9,86,13,49,0.4949,126.1512,9,07/11/2022
07/11/2022,New London,268554,62698,1349509,681,325,3637,316,3564,0.0887,68087,1224185,73,23,10,0,7,6,17,6,7,0.3043,121.0185,11,07/11/2022
07/11/2022,not_available,,2668,101228,2,9,108,9,105,0.0857,2687,89795,3,,,,,,,,,,,,07/11/2022
07/11/2022,Tolland,149788,23899,506123,283,118,926,113,897,0.126,24950,461514,29,2,2,0,0,0,0,2,0,0,78.778,13,07/11/2022
07/11/2022,Windham,116419,28043,455176,310,78,1172,86,1162,0.074,31789,413460,10,6,1,0,1,4,6,0,1,0.1667,66.9994,15,07/11/2022
07/12/2022,Fairfield,957418,229968,4130205,2757,1218,11229,1366,11065,0.1235,250256,3604743,164,65,23,4,28,10,61,4,32,0.4923,127.2172,1,07/12/2022
07/12/2022,Hartford,899499,202446,4006501,3201,1015,10360,863,9960,0.0866,220957,3551474,400,72,31,2,29,10,73,-1,31,0.4306,112.8406,3,07/12/2022
07/12/2022,Litchfield,185186,35773,734325,469,193,1770,161,1709,0.0942,36949,651730,61,10,7,0,1,2,11,-1,1,0.1,104.2195,5,07/12/2022
07/12/2022,Middlesex,164245,33233,932153,489,173,1854,190,1821,0.1043,36324,866492,33,8,2,0,3,3,5,3,3,0.375,105.3305,7,07/12/2022
07/12/2022,New Haven,864835,220316,4488804,2885,1264,14752,1424,14547,0.0979,237311,4024496,205,112,56,5,41,10,83,29,46,0.4107,146.155,9,07/12/2022
07/12/2022,New London,268554,62773,1350165,683,377,4002,357,3905,0.0914,68148,1224804,97,24,10,1,6,7,21,3,7,0.2917,140.3815,11,07/12/2022
07/12/2022,not_available,,2668,101290,2,10,129,10,124,0.0806,2692,89868,5,,,,,,,,,,,,07/12/2022
07/12/2022,Tolland,149788,23925,506256,284,140,1070,135,1034,0.1306,24975,461640,36,0,0,0,0,0,0,0,0,,93.4654,13,07/12/2022
07/12/2022,Windham,116419,28065,455341,310,92,1311,100,1294,0.0773,31811,413615,17,7,1,0,1,5,6,1,1,0.1429,79.0249,15,07/12/2022
07/13/2022,Fairfield,957418,230221,4132477,2757,1184,10719,1338,10568,0.1266,250549,3606985,151,66,23,3,29,11,72,-6,32,0.4848,123.6659,1,07/13/2022
07/13/2022,Hartford,899499,202630,4008271,3206,980,9894,804,9492,0.0847,221130,3553195,402,71,33,3,26,9,73,-2,29,0.4085,108.9495,3,07/13/2022
07/13/2022,Litchfield,185186,35831,734700,469,189,1719,165,1658,0.0995,37009,652092,61,12,9,0,0,3,9,3,0,0,102.0596,5,07/13/2022
07/13/2022,Middlesex,164245,33272,932356,489,155,1708,168,1676,0.1002,36362,866704,32,9,5,0,1,3,5,4,1,0.1111,94.3712,7,07/13/2022
07/13/2022,New Haven,864835,220562,4491618,2884,1169,13428,1331,13242,0.1005,237593,4027255,186,105,57,5,30,13,91,14,35,0.3333,135.1703,9,07/13/2022
07/13/2022,New London,268554,62843,1351094,683,369,4133,350,4037,0.0867,68212,1225703,96,21,10,1,6,4,24,-3,7,0.3333,137.4025,11,07/13/2022
07/13/2022,not_available,,2672,101313,2,11,129,11,123,0.0894,2692,89874,6,,,,,,,,,,,,07/13/2022
07/13/2022,Tolland,149788,23955,506469,285,130,999,129,965,0.1337,25003,461843,34,0,0,0,0,0,0,0,0,,86.7893,13,07/13/2022
07/13/2022,Windham,116419,28085,455763,310,98,1017,105,995,0.1055,31833,414030,22,9,4,0,2,3,4,5,2,0.2222,84.1787,15,07/13/2022
07/14/2022,Tolland,149788,23998,507267,285,135,1565,136,1536,0.0885,25045,462630,29,0,0,0,0,0,0,0,0,,90.1274,13,07/14/2022
07/14/2022,Windham,116419,28110,456014,310,97,1095,109,1075,0.1014,31865,414279,20,9,3,0,2,4,4,5,2,0.2222,83.3197,15,07/14/2022
07/14/2022,Fairfield,957418,230440,4134326,2757,1155,10449,1324,10303,0.1285,250817,3608811,146,64,24,3,24,13,63,1,27,0.4219,120.637,1,07/14/2022
07/14/2022,Hartford,899499,202867,4010162,3206,990,9562,847,9166,0.0924,221383,3554994,396,75,39,3,24,9,71,4,27,0.36,110.0613,3,07/14/2022
07/14/2022,Litchfield,185186,35870,735084,469,187,1718,165,1650,0.1,37049,652463,68,10,8,0,0,2,5,5,0,0,100.9796,5,07/14/2022
07/14/2022,Middlesex,164245,33302,932797,489,162,1754,178,1718,0.1036,36400,867136,36,8,6,0,2,0,6,2,2,0.25,98.6331,7,07/14/2022
07/14/2022,New Haven,864835,220721,4493246,2884,1059,12175,1226,12004,0.1021,237785,4028850,171,105,61,3,28,13,92,13,31,0.2952,122.4511,9,07/14/2022
07/14/2022,New London,268554,62908,1351902,683,340,3625,317,3517,0.0901,68278,1226485,108,22,8,1,6,7,23,-1,7,0.3182,126.604,11,07/14/2022
07/14/2022,not_available,,2676,101291,2,13,128,12,122,0.0984,2697,89872,6,,,,,,,,,,,,07/14/2022
07/15/2022,Fairfield,957418,230678,4136592,2757,1187,10657,1366,10519,0.1299,251103,3611058,138,62,23,4,28,7,65,-3,32,0.5161,123.9793,1,07/15/2022
07/15/2022,Hartford,899499,203047,4011894,3205,990,8454,859,8052,0.1067,221539,3556667,402,71,34,2,27,8,73,-2,29,0.4085,110.0613,3,07/15/2022
07/15/2022,Litchfield,185186,35890,735357,469,165,1522,148,1460,0.1014,37069,652724,62,5,3,0,2,0,9,-4,2,0.4,89.0996,5,07/15/2022
07/15/2022,Middlesex,164245,33342,933215,489,173,1821,189,1783,0.106,36447,867538,38,11,5,0,2,4,9,2,2,0.1818,105.3305,7,07/15/2022
07/15/2022,New Haven,864835,220977,4496182,2884,1100,12423,1277,12250,0.1042,238085,4031769,173,89,52,6,21,10,90,-1,27,0.3034,127.1919,9,07/15/2022
07/15/2022,New London,268554,62978,1352554,684,354,3681,333,3573,0.0932,68344,1227117,108,23,10,2,7,4,27,-4,9,0.3913,131.8171,11,07/15/2022
07/15/2022,not_available,,2680,101328,1,13,127,15,123,0.122,2703,89899,4,,,,,,,,,,,,07/15/2022
07/15/2022,Tolland,149788,24013,507696,285,121,1711,123,1685,0.073,25059,463046,26,1,1,0,0,0,0,1,0,0,80.7808,13,07/15/2022
07/15/2022,Windham,116419,28132,455882,310,100,1086,111,1061,0.1046,31887,414139,25,7,2,0,1,4,7,0,1,0.1429,85.8966,15,07/15/2022
07/16/2022,Fairfield,957418,230913,4139624,2757,1170,10976,1345,10847,0.124,251391,3614072,129,72,27,6,30,9,59,13,36,0.5,122.2037,1,07/16/2022
07/16/2022,Hartford,899499,203285,4014529,3205,1040,9528,943,9125,0.1033,221788,3559225,403,81,37,3,29,12,72,9,32,0.3951,115.6199,3,07/16/2022
07/16/2022,Litchfield,185186,35916,735880,469,166,1709,162,1652,0.0981,37100,653250,57,5,3,0,2,0,9,-4,2,0.4,89.6396,5,07/16/2022
07/16/2022,Middlesex,164245,33387,933488,489,189,1849,202,1808,0.1117,36493,867816,41,7,2,0,1,4,7,0,1,0.1429,115.072,7,07/16/2022
07/16/2022,New Haven,864835,221162,4498532,2884,1110,12500,1286,12314,0.1044,238311,4034054,186,100,51,8,24,17,98,2,32,0.32,128.3482,9,07/16/2022
07/16/2022,New London,268554,63044,1353217,684,363,3774,346,3665,0.0944,68415,1227765,109,23,11,1,7,4,29,-6,8,0.3478,135.1683,11,07/16/2022
07/16/2022,not_available,,2686,101340,1,14,132,16,128,0.125,2708,89918,4,,,,,,,,,,,,07/16/2022
07/16/2022,Tolland,149788,24026,507859,285,107,1703,106,1676,0.0632,25074,463201,27,1,1,0,0,0,0,1,0,0,71.4343,13,07/16/2022
07/16/2022,Windham,116419,28148,456171,310,96,1082,106,1057,0.1003,31901,414423,25,4,1,0,1,2,9,-5,1,0.25,82.4608,15,07/16/2022
07/17/2022,Fairfield,957418,230956,4140066,2757,1053,10316,1236,10216,0.121,251444,3614514,100,69,27,6,27,9,64,5,33,0.4783,109.9833,1,07/17/2022
07/17/2022,Hartford,899499,203314,4014850,3205,930,8918,880,8575,0.1026,221837,3559531,343,83,40,2,30,11,68,15,32,0.3855,103.3909,3,07/17/2022
07/17/2022,Litchfield,185186,35921,735937,469,145,1627,147,1581,0.093,37108,653307,46,5,4,0,1,0,10,-5,1,0.2,78.2997,5,07/17/2022
07/17/2022,Middlesex,164245,33395,933613,489,174,1780,193,1745,0.1106,36503,867941,35,6,2,0,2,2,7,-1,2,0.3333,105.9393,7,07/17/2022
07/17/2022,New Haven,864835,221200,4499133,2884,999,11801,1172,11639,0.1007,238375,4034657,162,96,47,6,25,18,96,0,31,0.3229,115.5134,9,07/17/2022
07/17/2022,New London,268554,63057,1353268,684,324,3585,314,3486,0.0901,68432,1227818,99,22,10,2,6,4,23,-1,8,0.3636,120.6461,11,07/17/2022
07/17/2022,not_available,,2687,101348,1,14,134,16,132,0.1212,2711,89935,2,,,,,,,,,,,,07/17/2022
07/17/2022,Tolland,149788,24032,507835,285,98,1650,98,1626,0.0603,25078,463178,24,2,2,0,0,0,1,1,0,0,65.4258,13,07/17/2022
07/17/2022,Windham,116419,28150,456699,310,89,1040,101,1017,0.0993,31905,414950,23,3,1,0,1,1,7,-4,1,0.3333,76.448,15,07/17/2022
07/18/2022,Fairfield,957418,231138,4142012,2757,1086,10984,1295,10903,0.1188,251672,3616454,81,74,30,7,29,8,58,16,36,0.4865,113.4301,1,07/18/2022
07/18/2022,Hartford,899499,203418,4016672,3205,927,9961,934,9669,0.0966,221984,3561351,292,93,41,2,38,12,64,29,40,0.4301,103.0574,3,07/18/2022
07/18/2022,Litchfield,185186,35941,736278,469,141,1729,153,1694,0.0903,37133,653648,35,6,4,0,1,1,9,-3,1,0.1667,76.1397,5,07/18/2022
07/18/2022,Middlesex,164245,33413,933961,489,170,1894,199,1869,0.1065,36535,868285,25,6,2,0,2,2,10,-4,2,0.3333,103.5039,7,07/18/2022
07/18/2022,New Haven,864835,221366,4501288,2884,1031,12530,1233,12387,0.0995,238574,4036811,143,95,51,7,25,12,99,-4,32,0.3368,119.2135,9,07/18/2022
07/18/2022,New London,268554,63116,1354129,684,347,3969,358,3882,0.0922,68506,1228677,87,20,11,2,5,2,23,-3,7,0.35,129.2105,11,07/18/2022
07/18/2022,not_available,,2685,101319,1,14,147,17,145,0.1172,2710,89915,2,,,,,,,,,,,,07/18/2022
07/18/2022,Tolland,149788,24038,508131,285,88,1686,91,1666,0.0546,25088,463474,20,1,1,0,0,0,2,-1,0,0,58.7497,13,07/18/2022
07/18/2022,Windham,116419,28171,455997,310,98,997,113,976,0.1158,31934,414250,21,3,1,0,1,1,6,-3,1,0.3333,84.1787,15,07/18/2022
07/19/2022,Fairfield,957418,231402,4144015,2759,1089,10879,1266,10768,0.1176,251970,3618406,111,82,31,6,33,12,65,17,39,0.4756,113.7434,1,07/19/2022
07/19/2022,Hartford,899499,203745,4018937,3206,1041,10036,953,9632,0.0989,222226,3563450,404,89,43,1,35,10,72,17,36,0.4045,115.7311,3,07/19/2022
07/19/2022,Litchfield,185186,35991,736541,469,152,1698,146,1643,0.0889,37174,653880,55,5,3,0,1,1,10,-5,1,0.2,82.0796,5,07/19/2022
07/19/2022,Middlesex,164245,33455,934198,489,175,1805,198,1782,0.1111,36570,868494,23,4,1,0,1,2,8,-4,1,0.25,106.5481,7,07/19/2022
07/19/2022,New Haven,864835,221658,4503679,2885,1109,12564,1303,12390,0.1052,238895,4039145,174,102,56,8,25,13,112,-10,33,0.3235,128.2326,9,07/19/2022
07/19/2022,New London,268554,63193,1354582,686,347,3372,337,3275,0.1029,68566,1229094,97,17,10,0,5,2,24,-7,5,0.2941,129.2105,11,07/19/2022
07/19/2022,not_available,,2690,101391,1,14,147,18,144,0.125,2716,89980,3,,,,,,,,,,,,07/19/2022
07/19/2022,Tolland,149788,24055,508162,287,90,1693,93,1674,0.0556,25107,463519,19,1,1,0,0,0,0,1,0,0,60.0849,13,07/19/2022
07/19/2022,Windham,116419,28197,457571,310,101,987,113,961,0.1176,31960,415769,26,1,1,0,0,0,7,-6,0,0,86.7556,15,07/19/2022
07/20/2022,Fairfield,957418,231616,4146491,2759,1047,10747,1222,10630,0.115,252221,3620861,117,79,28,6,30,15,66,13,36,0.4557,109.3566,1,07/20/2022
07/20/2022,Hartford,899499,203938,4020556,3206,1041,9795,946,9396,0.1007,222425,3565001,399,87,41,2,31,13,71,16,33,0.3793,115.7311,3,07/20/2022
07/20/2022,Litchfield,185186,36012,736907,469,136,1629,139,1583,0.0878,37196,654242,46,5,4,0,0,1,12,-7,0,0,73.4397,5,07/20/2022
07/20/2022,Middlesex,164245,33486,934588,489,170,1693,188,1673,0.1124,36610,868892,20,7,1,0,2,4,9,-2,2,0.2857,103.5039,7,07/20/2022
07/20/2022,New Haven,864835,221914,4506413,2885,1155,12353,1334,12169,0.1096,239177,4041794,184,106,48,8,33,17,105,1,41,0.3868,133.5515,9,07/20/2022
07/20/2022,New London,268554,63280,1355273,686,364,3290,354,3191,0.1109,68648,1229752,99,18,8,0,6,4,21,-3,6,0.3333,135.5407,11,07/20/2022
07/20/2022,not_available,,2687,101382,1,10,133,13,130,0.1,2711,89976,3,,,,,,,,,,,,07/20/2022
07/20/2022,Tolland,149788,24084,508477,287,77,941,76,921,0.0825,25134,463824,20,1,1,0,0,0,0,1,0,0,51.406,13,07/20/2022
07/20/2022,Windham,116419,28223,456804,310,110,1040,115,1012,0.1136,31984,415003,28,2,2,0,0,0,9,-7,0,0,94.4863,15,07/20/2022
07/21/2022,Fairfield,957418,231801,4148577,2759,1039,10648,1217,10518,0.1157,252430,3622908,130,84,29,6,32,17,64,20,38,0.4524,108.521,1,07/21/2022
07/21/2022,Hartford,899499,204082,4022617,3206,920,9480,845,9123,0.0926,222581,3567010,357,84,38,2,32,12,75,9,34,0.4048,102.2792,3,07/21/2022
07/21/2022,Litchfield,185186,36038,737256,469,133,1683,133,1632,0.0815,37224,654574,51,3,3,0,0,0,10,-7,0,0,71.8197,5,07/21/2022
07/21/2022,Middlesex,164245,33526,934849,489,176,1667,190,1645,0.1155,36652,869149,22,7,0,3,2,2,8,-1,5,0.7143,107.157,7,07/21/2022
07/21/2022,New Haven,864835,222184,4508707,2886,1177,12288,1357,12100,0.1121,239489,4044063,188,106,57,9,26,14,105,1,35,0.3302,136.0953,9,07/21/2022
07/21/2022,New London,268554,63360,1355973,686,362,3367,344,3266,0.1053,68724,1230439,101,24,11,1,8,4,22,2,9,0.375,134.796,11,07/21/2022
07/21/2022,not_available,,2688,101372,1,11,130,12,127,0.0945,2714,89977,3,,,,,,,,,,,,07/21/2022
07/21/2022,Tolland,149788,24099,508733,287,82,947,82,928,0.0884,25148,464059,19,1,1,0,0,0,0,1,0,0,54.744,13,07/21/2022
07/21/2022,Windham,116419,28248,457711,310,113,1283,119,1256,0.0947,32011,415904,27,3,2,0,1,0,9,-6,1,0.3333,97.0632,15,07/21/2022
07/22/2022,Fairfield,957418,232138,4150908,2759,1130,10935,1289,10759,0.1198,252771,3625129,176,87,31,6,36,14,62,25,42,0.4828,118.0258,1,07/22/2022
07/22/2022,Hartford,899499,204429,4025308,3206,1065,9463,944,9038,0.1044,222874,3569542,425,96,44,1,35,16,71,25,36,0.375,118.3992,3,07/22/2022
07/22/2022,Litchfield,185186,36077,737610,469,155,1579,162,1523,0.1064,37271,654918,56,6,4,0,2,0,5,1,2,0.3333,83.6996,5,07/22/2022
07/22/2022,Middlesex,164245,33581,935336,489,200,1814,212,1783,0.1189,36705,869622,31,6,3,0,2,1,11,-5,2,0.3333,121.7693,7,07/22/2022
07/22/2022,New Haven,864835,222468,4512368,2886,1301,13703,1527,13518,0.113,239846,4047676,185,105,57,9,29,10,89,16,38,0.3619,150.4333,9,07/22/2022
07/22/2022,New London,268554,63466,1357005,686,393,3871,387,3765,0.1028,68830,1231451,106,24,11,1,10,2,23,1,11,0.4583,146.3393,11,07/22/2022
07/22/2022,not_available,,2696,101411,1,14,147,16,145,0.1103,2722,90021,2,,,,,,,,,,,,07/22/2022
07/22/2022,Tolland,149788,24134,508977,287,102,1024,99,1000,0.099,25180,464300,24,1,1,0,0,0,1,0,0,0,68.0962,13,07/22/2022
07/22/2022,Windham,116419,28266,457873,310,109,1315,113,1290,0.0876,32028,416063,25,4,2,0,1,1,7,-3,1,0.25,93.6273,15,07/22/2022
07/23/2022,Fairfield,957418,232331,4152888,2759,1154,10846,1300,10661,0.1219,252986,3627077,185,81,25,7,39,10,72,9,46,0.5679,120.5325,1,07/23/2022
07/23/2022,Hartford,899499,204612,4027621,3206,1089,10160,986,9742,0.1012,223076,3571836,418,90,43,1,32,14,81,9,33,0.3667,121.0674,3,07/23/2022
07/23/2022,Litchfield,185186,36119,738119,469,159,1764,169,1719,0.0983,37314,655426,45,6,3,0,3,0,5,1,3,0.5,85.8596,5,07/23/2022
07/23/2022,Middlesex,164245,33609,935710,489,196,1787,211,1754,0.1203,36743,869984,33,5,1,0,2,2,7,-2,2,0.4,119.3339,7,07/23/2022
07/23/2022,New Haven,864835,222736,4515437,2886,1379,14596,1612,14413,0.1118,240169,4050717,183,91,49,8,24,10,100,-9,32,0.3516,159.4524,9,07/23/2022
07/23/2022,New London,268554,63538,1357948,686,421,4078,422,3971,0.1063,68921,1232385,107,24,10,1,10,3,23,1,11,0.4583,156.7655,11,07/23/2022
07/23/2022,not_available,,2695,101473,1,12,134,13,132,0.0985,2721,90063,2,,,,,,,,,,,,07/23/2022
07/23/2022,Tolland,149788,24156,509212,287,114,994,107,966,0.1108,25202,464529,28,1,1,0,0,0,1,0,0,0,76.1076,13,07/23/2022
07/23/2022,Windham,116419,28293,457600,310,115,1361,125,1339,0.0934,32069,415785,22,2,1,0,0,1,4,-2,0,0,98.7811,15,07/23/2022
